ST	clonal_complex	phylogroup	phylogroup_consistency	n_genomes	n_pks_pos	pks_fraction	n_clbS_pos
5014	NA	NA	NA	2	0	0.0000	0
5019	NA	NA	NA	1	0	0.0000	0
5037	NA	NA	NA	1	0	0.0000	0
5044	NA	NA	NA	23	0	0.0000	0
5064	NA	NA	NA	1	0	0.0000	0
5073	NA	NA	NA	1	0	0.0000	0
5078	NA	NA	NA	1	0	0.0000	0
5082	NA	B1	1.000	5	0	0.0000	0
5122	NA	NA	NA	2	0	0.0000	0
5130	NA	NA	NA	1	0	0.0000	0
5133	NA	NA	NA	1	0	0.0000	0
5135	NA	NA	NA	1	0	0.0000	0
5150	ST38_Cplx	NA	NA	2	0	0.0000	0
5155	NA	NA	NA	2	0	0.0000	0
5156	NA	NA	NA	2	0	0.0000	0
5161	NA	NA	NA	2	0	0.0000	0
5171	NA	NA	NA	2	0	0.0000	0
5172	NA	NA	NA	2	0	0.0000	0
5173	NA	NA	NA	1	0	0.0000	0
5177	NA	NA	NA	1	0	0.0000	0
5208	NA	NA	NA	2	0	0.0000	0
5218	NA	NA	NA	1	0	0.0000	0
5221	NA	NA	NA	3	0	0.0000	0
5229	ST101_Cplx	NA	NA	1	0	0.0000	0
5233	NA	Shigella	1.000	3	0	0.0000	0
5234	NA	NA	NA	1	0	0.0000	0
5235	NA	NA	NA	4	0	0.0000	0
5236	NA	NA	NA	12	0	0.0000	0
5240	ST245_Cplx	NA	NA	3	0	0.0000	0
5241	ST469_Cplx	B1	1.000	5	0	0.0000	0
5242	ST73_Cplx	B2	1.000	1	1	1.0000	1
5247	NA	NA	NA	1	0	0.0000	0
5251	NA	NA	NA	5	0	0.0000	0
5253	ST73_Cplx	B2	1.000	2	2	1.0000	2
5254	NA	NA	NA	1	0	0.0000	0
5255	NA	NA	NA	1	0	0.0000	0
5257	NA	NA	NA	7	0	0.0000	0
5259	NA	NA	NA	1	0	0.0000	0
5261	NA	NA	NA	20	18	0.9000	18
5263	ST270_Cplx	NA	NA	2	0	0.0000	0
5265	NA	A	1.000	3	0	0.0000	0
5267	NA	NA	NA	3	0	0.0000	0
5273	NA	NA	NA	4	0	0.0000	0
5274	ST73_Cplx	B2	1.000	1	1	1.0000	1
5275	NA	NA	NA	3	0	0.0000	0
5276	NA	NA	NA	4	0	0.0000	0
5277	NA	NA	NA	3	0	0.0000	0
5279	NA	NA	NA	1	0	0.0000	0
5280	NA	NA	NA	1	0	0.0000	0
5281	NA	NA	NA	4	0	0.0000	0
5283	ST245_Cplx	NA	NA	2	0	0.0000	0
5285	NA	NA	NA	4	0	0.0000	0
5286	ST23_Cplx	C	1.000	1	0	0.0000	0
5289	NA	NA	NA	2	0	0.0000	0
5290	ST86_Cplx	NA	NA	4	0	0.0000	0
5292	NA	B2	1.000	30	0	0.0000	0
5293	ST206_Cplx	NA	NA	3	0	0.0000	0
5294	NA	NA	NA	2	0	0.0000	0
5295	NA	NA	NA	2	0	0.0000	0
5296	NA	NA	NA	1	0	0.0000	0
5299	NA	NA	NA	5	0	0.0000	0
5302	NA	NA	NA	1	0	0.0000	0
5305	NA	B1	1.000	16	0	0.0000	0
5307	NA	NA	NA	1	0	0.0000	0
5308	NA	NA	NA	4	0	0.0000	0
5309	NA	NA	NA	7	0	0.0000	0
5310	ST29_Cplx	NA	NA	3	0	0.0000	0
5313	NA	NA	NA	1	0	0.0000	0
5316	ST73_Cplx	B2	1.000	7	7	1.0000	7
5318	NA	NA	NA	3	0	0.0000	0
5321	NA	NA	NA	3	0	0.0000	0
5322	NA	NA	NA	2	0	0.0000	0
5324	ST11_Cplx	NA	NA	1	0	0.0000	0
5325	NA	A	1.000	2	0	0.0000	0
5326	ST20_Cplx	B1	1.000	3	0	0.0000	0
5327	ST59_Cplx	NA	NA	2	0	0.0000	0
5328	NA	B2	1.000	4	0	0.0000	0
5330	NA	NA	NA	1	0	0.0000	0
5331	NA	NA	NA	3	0	0.0000	0
5332	NA	A	1.000	2	0	0.0000	0
5333	NA	NA	NA	1	0	0.0000	0
5334	NA	NA	NA	8	0	0.0000	0
5336	NA	NA	NA	2	0	0.0000	0
5337	NA	B2	1.000	5	5	1.0000	5
5338	NA	A	1.000	3	0	0.0000	0
5339	NA	A	1.000	2	0	0.0000	0
5340	NA	NA	NA	2	0	0.0000	0
5341	NA	NA	NA	1	0	0.0000	0
5342	NA	B2	1.000	25	0	0.0000	0
5343	NA	B1	1.000	10	0	0.0000	0
5347	ST243_Cplx	NA	NA	2	0	0.0000	0
5348	NA	NA	NA	2	0	0.0000	0
5350	NA	NA	NA	5	0	0.0000	0
5351	ST568_Cplx	B2	1.000	8	8	1.0000	8
5352	NA	NA	NA	5	0	0.0000	0
5353	NA	A	1.000	14	0	0.0000	0
5354	NA	NA	NA	1	0	0.0000	0
5357	ST95_Cplx	B2	1.000	1	1	1.0000	1
5359	NA	NA	NA	1	0	0.0000	0
5360	ST95_Cplx	B2	1.000	4	4	1.0000	4
5363	NA	NA	NA	2	0	0.0000	0
5364	NA	B2	1.000	2	2	1.0000	2
5367	NA	B1	1.000	2	0	0.0000	0
5369	ST73_Cplx	B2	1.000	2	2	1.0000	2
5370	NA	B2	1.000	4	4	1.0000	4
5372	NA	NA	NA	1	0	0.0000	0
5373	NA	NA	NA	1	0	0.0000	0
5374	ST29_Cplx	NA	NA	10	0	0.0000	0
5376	ST101_Cplx	NA	NA	3	0	0.0000	0
5377	ST405_Cplx	D	1.000	1	0	0.0000	0
5378	NA	NA	NA	4	0	0.0000	0
5379	NA	NA	NA	2	0	0.0000	0
5380	NA	NA	NA	1	0	0.0000	0
5381	ST28_Cplx	NA	NA	3	0	0.0000	0
5384	ST568_Cplx	B2	1.000	1	1	1.0000	1
5385	NA	A	1.000	2	0	0.0000	0
5386	NA	NA	NA	2	0	0.0000	0
5388	ST95_Cplx	NA	NA	1	1	1.0000	1
5389	ST12_Cplx	B2	1.000	5	5	1.0000	5
5392	NA	NA	NA	1	0	0.0000	0
5394	NA	B2	1.000	2	0	0.0000	0
5395	NA	NA	NA	3	0	0.0000	0
5396	ST278_Cplx	B1	1.000	2	0	0.0000	0
5398	ST73_Cplx	NA	NA	1	1	1.0000	1
5400	ST245_Cplx	NA	NA	2	0	0.0000	0
5403	NA	NA	NA	1	0	0.0000	0
5404	NA	NA	NA	2	0	0.0000	0
5405	NA	NA	NA	1	0	0.0000	0
5406	NA	NA	NA	2	0	0.0000	0
5407	ST95_Cplx	B2	1.000	2	0	0.0000	0
5409	NA	NA	NA	2	0	0.0000	0
5410	ST23_Cplx	NA	NA	1	0	0.0000	0
5413	NA	B1	1.000	2	0	0.0000	0
5414	NA	NA	NA	1	0	0.0000	0
5415	ST278_Cplx	NA	NA	1	0	0.0000	0
5416	NA	NA	NA	2	0	0.0000	0
5418	NA	NA	NA	15	0	0.0000	0
5419	NA	NA	NA	9	0	0.0000	0
5420	NA	NA	NA	2	0	0.0000	0
5421	ST29_Cplx	NA	NA	5	0	0.0000	0
5424	NA	NA	NA	1	0	0.0000	0
5425	NA	B2	1.000	1	1	1.0000	1
5426	NA	NA	NA	13	0	0.0000	0
5427	ST165_Cplx	NA	NA	1	0	0.0000	0
5429	NA	B1	1.000	1	0	0.0000	0
5430	NA	B2	1.000	5	0	0.0000	0
5432	NA	B2	1.000	1	0	0.0000	0
5435	NA	NA	NA	2	0	0.0000	0
5438	ST59_Cplx	NA	NA	2	0	0.0000	0
5440	NA	NA	NA	1	0	0.0000	0
5441	NA	NA	NA	1	0	0.0000	0
5444	NA	NA	NA	3	0	0.0000	0
5445	ST28_Cplx	NA	NA	2	0	0.0000	0
5449	NA	NA	NA	3	0	0.0000	0
5451	NA	NA	NA	2	0	0.0000	0
5455	NA	NA	NA	2	0	0.0000	0
5457	NA	B2	1.000	2	2	1.0000	2
5460	NA	NA	NA	2	0	0.0000	0
5461	ST95_Cplx	B2	1.000	2	2	1.0000	2
5466	ST13_Cplx	NA	NA	2	0	0.0000	0
5468	ST131_Cplx	B2	1.000	2	0	0.0000	0
5469	NA	NA	NA	1	0	0.0000	0
5470	ST23_Cplx	NA	NA	1	0	0.0000	0
5474	NA	NA	NA	1	0	0.0000	0
5475	NA	NA	NA	18	0	0.0000	0
5478	NA	NA	NA	2	0	0.0000	0
5480	NA	NA	NA	1	0	0.0000	0
5482	NA	NA	NA	1	0	0.0000	0
5484	ST95_Cplx	B2	1.000	3	0	0.0000	0
5485	ST469_Cplx	B1	1.000	2	0	0.0000	0
5486	NA	NA	NA	2	0	0.0000	0
5487	NA	NA	NA	13	0	0.0000	0
5488	ST11_Cplx	NA	NA	3	0	0.0000	0
5491	NA	C	1.000	2	0	0.0000	0
5492	ST14_Cplx	NA	NA	1	1	1.0000	1
5493	NA	NA	NA	2	0	0.0000	0
5496	NA	B1	1.000	1	0	0.0000	0
5498	NA	NA	NA	2	0	0.0000	0
5499	NA	NA	NA	1	0	0.0000	0
5501	ST29_Cplx	NA	NA	1	0	0.0000	0
5502	NA	NA	NA	1	0	0.0000	0
5503	NA	NA	NA	5	0	0.0000	0
5505	NA	A	1.000	3	0	0.0000	0
5507	NA	NA	NA	1	0	0.0000	0
5508	NA	NA	NA	4	0	0.0000	0
5515	NA	NA	NA	1	0	0.0000	0
5516	ST11_Cplx	NA	NA	9	0	0.0000	0
5518	ST165_Cplx	NA	NA	6	0	0.0000	0
5519	NA	NA	NA	4	0	0.0000	0
5520	NA	D	1.000	1	0	0.0000	0
5523	NA	NA	NA	4	0	0.0000	0
5526	ST95_Cplx	B2	1.000	2	2	1.0000	2
5527	NA	NA	NA	1	0	0.0000	0
5528	NA	NA	NA	1	0	0.0000	0
5530	ST155_Cplx	NA	NA	2	0	0.0000	0
5533	NA	NA	NA	8	0	0.0000	0
5534	NA	NA	NA	1	0	0.0000	0
5536	NA	NA	NA	8	0	0.0000	0
5538	NA	NA	NA	1	0	0.0000	0
5539	NA	NA	NA	1	0	0.0000	0
5542	NA	NA	NA	3	0	0.0000	0
5543	NA	A	1.000	1	0	0.0000	0
5544	NA	NA	NA	1	0	0.0000	0
5546	ST73_Cplx	B2	1.000	1	1	1.0000	1
5548	NA	NA	NA	1	0	0.0000	0
5549	NA	NA	NA	1	0	0.0000	0
5553	NA	NA	NA	2	0	0.0000	0
5555	ST29_Cplx	B1	1.000	4	0	0.0000	0
5558	NA	NA	NA	1	0	0.0000	0
5559	NA	NA	NA	11	0	0.0000	0
5560	ST11_Cplx	E	1.000	10	0	0.0000	0
5561	ST73_Cplx	B2	1.000	2	2	1.0000	2
5563	ST152_Cplx	NA	NA	2	0	0.0000	0
5564	NA	NA	NA	1	0	0.0000	0
5565	NA	NA	NA	2	0	0.0000	0
5567	NA	NA	NA	1	0	0.0000	0
5568	NA	NA	NA	1	0	0.0000	0
5571	NA	NA	NA	2	0	0.0000	0
5572	NA	NA	NA	1	0	0.0000	0
5575	NA	NA	NA	8	0	0.0000	0
5576	NA	NA	NA	1	0	0.0000	0
5578	NA	NA	NA	2	0	0.0000	0
5580	NA	NA	NA	1	0	0.0000	0
5581	NA	NA	NA	1	0	0.0000	0
5582	NA	NA	NA	3	0	0.0000	0
5583	NA	NA	NA	1	0	0.0000	0
5584	NA	NA	NA	9	0	0.0000	0
5585	NA	B2	1.000	2	2	1.0000	2
5587	NA	NA	NA	2	0	0.0000	0
5589	NA	NA	NA	1	0	0.0000	0
5590	NA	NA	NA	4	0	0.0000	0
5592	NA	NA	NA	3	0	0.0000	0
5593	NA	D	1.000	2	0	0.0000	0
5594	NA	NA	NA	3	0	0.0000	0
5596	NA	NA	NA	2	0	0.0000	0
5597	NA	NA	NA	3	0	0.0000	0
5599	NA	NA	NA	1	0	0.0000	0
5601	NA	NA	NA	6	0	0.0000	0
5602	NA	NA	NA	2	0	0.0000	0
5604	ST12_Cplx	B2	1.000	1	1	1.0000	1
5608	ST152_Cplx	NA	NA	1	0	0.0000	0
5609	ST568_Cplx	B2	1.000	1	1	1.0000	1
5614	NA	B1	1.000	4	0	0.0000	0
5617	NA	NA	NA	2	0	0.0000	0
5618	ST278_Cplx	B1	1.000	1	0	0.0000	0
5619	NA	NA	NA	3	0	0.0000	0
5621	ST20_Cplx	NA	NA	1	0	0.0000	0
5622	NA	NA	NA	1	0	0.0000	0
5625	NA	NA	NA	1	0	0.0000	0
5628	NA	B1	1.000	3	0	0.0000	0
5629	ST73_Cplx	B2	1.000	2	0	0.0000	0
5630	ST131_Cplx	B2	1.000	1	0	0.0000	0
5631	NA	NA	NA	1	0	0.0000	0
5637	ST131_Cplx	NA	NA	1	0	0.0000	0
5639	NA	D	1.000	1	0	0.0000	0
5642	NA	B2	1.000	1	0	0.0000	0
5644	NA	NA	NA	6	0	0.0000	0
5645	ST131_Cplx	NA	NA	1	0	0.0000	0
5646	ST95_Cplx	B2	1.000	1	1	1.0000	1
5648	ST101_Cplx	B1	1.000	2	0	0.0000	0
5649	NA	NA	NA	1	0	0.0000	0
5652	NA	NA	NA	5	0	0.0000	0
5653	NA	A	1.000	2	0	0.0000	0
5654	NA	NA	NA	1	0	0.0000	0
5655	NA	NA	NA	2	0	0.0000	0
5658	ST152_Cplx	NA	NA	1	0	0.0000	0
5660	NA	NA	NA	1	0	0.0000	0
5662	NA	D	1.000	5	0	0.0000	0
5663	NA	NA	NA	3	0	0.0000	0
5667	NA	NA	NA	1	0	0.0000	0
5669	ST14_Cplx	B2	1.000	2	2	1.0000	2
5670	ST152_Cplx	NA	NA	1	0	0.0000	0
5672	ST245_Cplx	NA	NA	1	0	0.0000	0
5675	NA	NA	NA	3	0	0.0000	0
5676	NA	NA	NA	1	0	0.0000	0
5677	ST29_Cplx	NA	NA	1	0	0.0000	0
5678	ST95_Cplx	B2	1.000	2	2	1.0000	2
5679	NA	NA	NA	1	0	0.0000	0
5680	NA	NA	NA	4	0	0.0000	0
5681	NA	NA	NA	32	0	0.0000	0
5682	ST29_Cplx	NA	NA	1	0	0.0000	0
5683	NA	NA	NA	2	0	0.0000	0
5705	NA	NA	NA	1	0	0.0000	0
5708	NA	NA	NA	1	0	0.0000	0
5722	NA	NA	NA	1	0	0.0000	0
5724	ST29_Cplx	NA	NA	1	0	0.0000	0
5725	ST29_Cplx	NA	NA	1	0	0.0000	0
5726	ST20_Cplx	NA	NA	2	0	0.0000	0
5728	NA	NA	NA	7	0	0.0000	0
5731	NA	NA	NA	4	0	0.0000	0
5732	ST29_Cplx	NA	NA	6	0	0.0000	0
5733	NA	NA	NA	14	0	0.0000	0
5736	NA	NA	NA	1	0	0.0000	0
5737	NA	NA	NA	1	0	0.0000	0
5738	NA	B1	1.000	39	39	1.0000	39
5739	NA	NA	NA	1	0	0.0000	0
5740	NA	NA	NA	6	0	0.0000	0
5743	NA	NA	NA	6	0	0.0000	0
5744	ST165_Cplx	NA	NA	3	0	0.0000	0
5746	NA	NA	NA	1	0	0.0000	0
5748	NA	NA	NA	8	0	0.0000	0
5749	NA	NA	NA	4	0	0.0000	0
5751	NA	NA	NA	2	0	0.0000	0
5756	NA	NA	NA	2	0	0.0000	0
5757	NA	NA	NA	1	0	0.0000	0
5758	NA	NA	NA	1	0	0.0000	0
5759	NA	NA	NA	2	0	0.0000	0
5763	NA	NA	NA	4	0	0.0000	0
5764	ST206_Cplx	NA	NA	1	0	0.0000	0
5765	NA	NA	NA	1	0	0.0000	0
5766	NA	NA	NA	4	0	0.0000	0
5768	NA	NA	NA	1	0	0.0000	0
5769	NA	NA	NA	1	0	0.0000	0
5772	NA	NA	NA	1	0	0.0000	0
5775	NA	NA	NA	1	0	0.0000	0
5778	ST38_Cplx	NA	NA	1	0	0.0000	0
5779	NA	NA	NA	1	0	0.0000	0
5780	NA	NA	NA	1	0	0.0000	0
5784	NA	NA	NA	1	0	0.0000	0
5786	NA	NA	NA	1	0	0.0000	0
5793	NA	NA	NA	1	0	0.0000	0
5797	NA	NA	NA	4	0	0.0000	0
5798	NA	NA	NA	1	0	0.0000	0
5800	NA	NA	NA	1	0	0.0000	0
5811	NA	NA	NA	6	0	0.0000	0
5822	NA	NA	NA	3	0	0.0000	0
5824	NA	NA	NA	1	0	0.0000	0
5825	NA	NA	NA	1	0	0.0000	0
5826	NA	NA	NA	2	0	0.0000	0
5834	NA	NA	NA	1	0	0.0000	0
5840	NA	NA	NA	2	0	0.0000	0
5841	NA	NA	NA	1	0	0.0000	0
5846	NA	NA	NA	4	0	0.0000	0
5853	NA	NA	NA	1	0	0.0000	0
5869	NA	NA	NA	1	0	0.0000	0
5876	NA	NA	NA	1	0	0.0000	0
5881	NA	NA	NA	1	0	0.0000	0
5891	NA	NA	NA	4	0	0.0000	0
5892	ST29_Cplx	NA	NA	2	0	0.0000	0
5895	ST131_Cplx	NA	NA	1	0	0.0000	0
5897	NA	NA	NA	9	0	0.0000	0
5901	NA	NA	NA	2	0	0.0000	0
5902	NA	NA	NA	1	0	0.0000	0
5903	NA	NA	NA	5	0	0.0000	0
5907	NA	NA	NA	3	0	0.0000	0
5908	NA	NA	NA	3	0	0.0000	0
5909	NA	NA	NA	2	0	0.0000	0
5910	NA	NA	NA	1	0	0.0000	0
5912	NA	NA	NA	1	0	0.0000	0
5913	NA	NA	NA	1	0	0.0000	0
5914	NA	NA	NA	1	0	0.0000	0
5915	NA	NA	NA	1	0	0.0000	0
5916	ST156_Cplx	NA	NA	2	0	0.0000	0
5917	NA	NA	NA	1	0	0.0000	0
5918	ST278_Cplx	NA	NA	1	0	0.0000	0
5919	NA	NA	NA	2	0	0.0000	0
5923	NA	NA	NA	5	0	0.0000	0
5924	NA	NA	NA	1	0	0.0000	0
5925	ST23_Cplx	NA	NA	3	0	0.0000	0
5928	NA	NA	NA	1	0	0.0000	0
5934	NA	NA	NA	3	0	0.0000	0
5935	NA	NA	NA	11	0	0.0000	0
5936	NA	NA	NA	1	0	0.0000	0
5937	NA	NA	NA	2	0	0.0000	0
5938	NA	NA	NA	1	0	0.0000	0
5939	NA	NA	NA	1	0	0.0000	0
5940	NA	NA	NA	6	0	0.0000	0
5943	NA	NA	NA	3	0	0.0000	0
5945	ST86_Cplx	NA	NA	1	0	0.0000	0
5952	ST206_Cplx	NA	NA	3	0	0.0000	0
5953	NA	NA	NA	1	0	0.0000	0
5955	ST73_Cplx	NA	NA	1	1	1.0000	1
5956	NA	NA	NA	2	0	0.0000	0
5957	ST101_Cplx	NA	NA	2	0	0.0000	0
5960	ST205_Cplx	NA	NA	2	0	0.0000	0
5961	ST12_Cplx	NA	NA	1	1	1.0000	1
5965	NA	NA	NA	1	0	0.0000	0
5966	NA	NA	NA	1	0	0.0000	0
5968	NA	NA	NA	2	0	0.0000	0
5971	NA	NA	NA	1	0	0.0000	0
5972	ST95_Cplx	NA	NA	1	1	1.0000	1
5973	NA	NA	NA	8	0	0.0000	0
5974	NA	NA	NA	1	0	0.0000	0
5975	NA	NA	NA	2	0	0.0000	0
5976	ST278_Cplx	NA	NA	1	0	0.0000	0
5977	NA	NA	NA	1	0	0.0000	0
5978	NA	NA	NA	1	0	0.0000	0
5979	NA	NA	NA	3	0	0.0000	0
5985	NA	NA	NA	1	0	0.0000	0
5987	NA	NA	NA	1	0	0.0000	0
5989	NA	NA	NA	2	0	0.0000	0
5995	NA	NA	NA	4	0	0.0000	0
5996	NA	NA	NA	5	0	0.0000	0
5998	NA	NA	NA	2	0	0.0000	0
5999	ST73_Cplx	NA	NA	3	3	1.0000	3
6002	NA	NA	NA	2	0	0.0000	0
6004	NA	NA	NA	2	0	0.0000	0
6007	NA	NA	NA	1	0	0.0000	0
6009	NA	NA	NA	12	0	0.0000	0
6013	NA	NA	NA	1	0	0.0000	0
6015	NA	NA	NA	2	0	0.0000	0
6016	ST168_Cplx	NA	NA	3	0	0.0000	0
6021	NA	NA	NA	3	0	0.0000	0
6022	NA	NA	NA	1	0	0.0000	0
6024	NA	NA	NA	1	0	0.0000	0
6025	NA	NA	NA	1	0	0.0000	0
6026	ST469_Cplx	NA	NA	1	0	0.0000	0
6029	ST23_Cplx	NA	NA	2	0	0.0000	0
6031	NA	NA	NA	1	0	0.0000	0
6032	NA	NA	NA	2	0	0.0000	0
6033	NA	NA	NA	1	0	0.0000	0
6034	NA	NA	NA	2	0	0.0000	0
6037	ST11_Cplx	NA	NA	1	0	0.0000	0
6038	NA	NA	NA	1	0	0.0000	0
6039	ST11_Cplx	NA	NA	1	0	0.0000	0
6041	NA	NA	NA	1	0	0.0000	0
6042	NA	NA	NA	1	0	0.0000	0
6043	NA	NA	NA	1	0	0.0000	0
6044	ST122_Cplx	NA	NA	6	0	0.0000	0
6045	ST122_Cplx	NA	NA	1	0	0.0000	0
6046	NA	NA	NA	1	0	0.0000	0
6060	NA	NA	NA	8	0	0.0000	0
6069	NA	NA	NA	1	0	0.0000	0
6070	NA	NA	NA	1	0	0.0000	0
6071	NA	NA	NA	2	0	0.0000	0
6073	NA	NA	NA	1	0	0.0000	0
6075	ST86_Cplx	NA	NA	1	0	0.0000	0
6076	NA	NA	NA	1	0	0.0000	0
6077	NA	NA	NA	1	0	0.0000	0
6080	ST95_Cplx	NA	NA	1	0	0.0000	0
6082	NA	NA	NA	3	0	0.0000	0
6085	ST399_Cplx	NA	NA	1	0	0.0000	0
6086	NA	NA	NA	1	0	0.0000	0
6087	NA	NA	NA	2	2	1.0000	2
6088	ST155_Cplx	NA	NA	1	0	0.0000	0
6089	NA	NA	NA	1	1	1.0000	1
6091	NA	NA	NA	1	1	1.0000	1
6092	NA	NA	NA	1	1	1.0000	1
6096	NA	NA	NA	6	0	0.0000	0
6099	NA	NA	NA	1	0	0.0000	0
6101	NA	NA	NA	1	0	0.0000	0
6103	NA	NA	NA	1	0	0.0000	0
6107	ST95_Cplx	NA	NA	1	1	1.0000	1
6113	NA	NA	NA	5	0	0.0000	0
6117	NA	NA	NA	1	0	0.0000	0
6118	NA	NA	NA	1	0	0.0000	0
6120	NA	NA	NA	1	0	0.0000	0
6123	NA	NA	NA	1	0	0.0000	0
6126	NA	NA	NA	1	0	0.0000	0
6130	ST32_Cplx	E	1.000	3	0	0.0000	0
6134	ST95_Cplx	NA	NA	1	1	1.0000	1
6139	ST245_Cplx	NA	NA	1	0	0.0000	1
6140	NA	NA	NA	1	0	0.0000	0
6142	NA	NA	NA	20	0	0.0000	0
6145	ST278_Cplx	NA	NA	1	0	0.0000	0
6146	NA	NA	NA	1	0	0.0000	0
6148	NA	NA	NA	1	0	0.0000	0
6149	ST568_Cplx	NA	NA	1	1	1.0000	1
6150	NA	NA	NA	2	0	0.0000	0
6151	NA	NA	NA	8	0	0.0000	0
6152	NA	NA	NA	1	0	0.0000	0
6153	NA	NA	NA	1	0	0.0000	0
6155	NA	NA	NA	1	0	0.0000	0
6157	NA	NA	NA	1	0	0.0000	0
6159	NA	NA	NA	1	0	0.0000	0
6160	NA	NA	NA	1	0	0.0000	0
6161	NA	NA	NA	2	0	0.0000	0
6162	NA	NA	NA	1	0	0.0000	0
6163	NA	NA	NA	1	0	0.0000	0
6166	ST95_Cplx	NA	NA	1	1	1.0000	1
6175	NA	NA	NA	2	0	0.0000	0
6178	NA	NA	NA	2	0	0.0000	0
6186	NA	NA	NA	2	0	0.0000	0
6188	NA	NA	NA	1	0	0.0000	0
6189	NA	NA	NA	2	0	0.0000	0
6190	NA	NA	NA	2	0	0.0000	0
6194	NA	NA	NA	2	0	0.0000	0
6197	NA	NA	NA	1	0	0.0000	0
6198	NA	NA	NA	1	0	0.0000	0
6199	ST59_Cplx	NA	NA	4	0	0.0000	0
6200	ST245_Cplx	NA	NA	5	0	0.0000	0
6205	NA	NA	NA	1	0	0.0000	0
6206	NA	NA	NA	3	0	0.0000	0
6207	NA	NA	NA	2	0	0.0000	0
6209	NA	NA	NA	1	0	0.0000	0
6210	NA	NA	NA	1	1	1.0000	1
6211	NA	NA	NA	1	0	0.0000	0
6212	NA	NA	NA	1	0	0.0000	0
6215	NA	NA	NA	1	0	0.0000	0
6223	NA	NA	NA	2	0	0.0000	0
6226	NA	NA	NA	1	0	0.0000	0
6228	NA	NA	NA	1	0	0.0000	0
6231	ST73_Cplx	NA	NA	1	1	1.0000	1
6232	NA	NA	NA	4	0	0.0000	0
6233	NA	NA	NA	4	0	0.0000	0
6234	NA	NA	NA	1	0	0.0000	0
6236	NA	NA	NA	2	0	0.0000	0
6237	NA	NA	NA	2	0	0.0000	0
6239	NA	NA	NA	2	0	0.0000	0
6240	NA	NA	NA	1	0	0.0000	0
6241	NA	NA	NA	1	0	0.0000	0
6243	NA	NA	NA	1	0	0.0000	0
6245	ST446_Cplx	NA	NA	1	0	0.0000	0
6247	NA	NA	NA	1	0	0.0000	0
6248	ST29_Cplx	B1	1.000	2	0	0.0000	0
6249	NA	NA	NA	1	0	0.0000	0
6251	NA	NA	NA	1	0	0.0000	0
6252	ST131_Cplx	NA	NA	1	0	0.0000	0
6254	ST155_Cplx	NA	NA	1	0	0.0000	0
6255	NA	NA	NA	2	0	0.0000	0
6256	NA	NA	NA	1	0	0.0000	0
6257	NA	NA	NA	1	0	0.0000	0
6259	ST13_Cplx	NA	NA	4	0	0.0000	0
6260	NA	NA	NA	2	0	0.0000	0
6262	NA	NA	NA	3	0	0.0000	0
6265	NA	B1	1.000	7	0	0.0000	0
6267	NA	B1	1.000	1	0	0.0000	0
6268	NA	NA	NA	2	0	0.0000	0
6269	NA	NA	NA	1	0	0.0000	0
6270	NA	NA	NA	3	0	0.0000	0
6272	NA	NA	NA	15	0	0.0000	0
6274	NA	NA	NA	7	0	0.0000	0
6275	NA	NA	NA	5	0	0.0000	0
6276	NA	NA	NA	1	0	0.0000	0
6278	NA	NA	NA	2	0	0.0000	0
6303	ST31_Cplx	NA	NA	7	0	0.0000	0
6315	ST28_Cplx	NA	NA	1	0	0.0000	0
6316	NA	NA	NA	3	0	0.0000	0
6318	ST206_Cplx	NA	NA	1	0	0.0000	0
6319	NA	NA	NA	1	0	0.0000	0
6321	NA	NA	NA	2	0	0.0000	0
6322	NA	NA	NA	2	0	0.0000	0
6323	ST28_Cplx	NA	NA	1	0	0.0000	0
6331	NA	NA	NA	1	0	0.0000	0
6332	NA	NA	NA	2	0	0.0000	0
6335	NA	NA	NA	3	0	0.0000	0
6338	NA	NA	NA	2	0	0.0000	0
6340	NA	NA	NA	1	0	0.0000	0
6341	NA	NA	NA	2	0	0.0000	0
6342	NA	NA	NA	1	0	0.0000	0
6344	NA	NA	NA	3	0	0.0000	0
6345	NA	NA	NA	1	0	0.0000	0
6347	NA	NA	NA	2	0	0.0000	0
6355	ST12_Cplx	NA	NA	1	1	1.0000	1
6359	NA	NA	NA	22	0	0.0000	0
6363	NA	NA	NA	1	0	0.0000	0
6364	NA	NA	NA	1	0	0.0000	0
6365	ST101_Cplx	NA	NA	1	0	0.0000	0
6366	NA	B1	1.000	2	0	0.0000	0
6367	ST245_Cplx	NA	NA	1	0	0.0000	1
6369	ST245_Cplx	NA	NA	1	0	0.0000	0
6370	ST243_Cplx	NA	NA	3	0	0.0000	0
6373	NA	NA	NA	2	0	0.0000	0
6375	ST73_Cplx	NA	NA	3	3	1.0000	3
6379	NA	NA	NA	2	0	0.0000	0
6380	NA	NA	NA	1	0	0.0000	0
6381	NA	NA	NA	1	0	0.0000	0
6382	NA	NA	NA	1	0	0.0000	0
6385	ST73_Cplx	NA	NA	1	1	1.0000	1
6389	NA	NA	NA	7	0	0.0000	0
6392	NA	NA	NA	1	0	0.0000	0
6395	NA	NA	NA	1	0	0.0000	0
6396	NA	NA	NA	1	0	0.0000	0
6398	NA	NA	NA	1	0	0.0000	0
6401	NA	NA	NA	1	0	0.0000	0
6408	NA	NA	NA	1	0	0.0000	0
6409	NA	NA	NA	1	0	0.0000	0
6410	NA	NA	NA	1	0	0.0000	0
